"selection1_name","selection1_url","selection1_selection2","selection1_selection2_url"
"لابتوب 2020 ام اس اي GF75 رفيع للألعاب: الجيل العاشر كور i5-10300H، وسيط تخزين ذو حالة ثابتة بسعة 512 جيجا، شاشة 17.3 انش، نفيديا جي تي اكس 1650، ذاكرة وصول عشوائي 8 جيجابايت","https://www.amazon.sa/%D9%84%D8%A7%D8%A8%D8%AA%D9%88%D8%A8-2020-GF75-%D8%B1%D9%81%D9%8A%D8%B9-%D9%84%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8/dp/B08F5J26M3/ref=sr_1_11?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-11","3,694.82 ريالريال‎3,694.‎82‏","https://www.amazon.sa/%D9%84%D8%A7%D8%A8%D8%AA%D9%88%D8%A8-2020-GF75-%D8%B1%D9%81%D9%8A%D8%B9-%D9%84%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8/dp/B08F5J26M3/ref=sr_1_11?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-11"
"Acer Nitro 5 Gaming Laptop, AMD Ryzen 5 4600H Hexa-Core Processor, NVIDIA GeForce GTX 1650 Ti, 15.6"" Full HD IPS Display, 8GB DDR4, 256GB NVMe SSD, WiFi 6, DTS X Ultra, Backlit Keyboard, AN515-44-R078","https://www.amazon.sa/AN515-44-R078/dp/B08CPW7WP7/ref=sr_1_12?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-12","4,348.95 ريالريال‎4,348.‎95‏","https://www.amazon.sa/AN515-44-R078/dp/B08CPW7WP7/ref=sr_1_12?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-12"
"2020 Asus TUF 15.6"" FHD Premium Gaming Laptop, 10th Gen Intel Quad-Core i5-10300H, 16GB RAM, 512GB SSD Boot + 1TB HDD, NVIDIA GeForce GTX 1650Ti 4GB GDDR6, RGB Backlit Keyboard, Windows 10 Home","https://www.amazon.sa/ASUS/dp/B08NBZ1YWD/ref=sr_1_13?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-13","4,115.90 ريالريال‎4,115.‎90‏","https://www.amazon.sa/ASUS/dp/B08NBZ1YWD/ref=sr_1_13?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-13"
"لوحة ماوس كبيرة الحجم 31.8 * 15.7 * 0.0 بوصة وسادة مكتب ملونة مزدوجة الجانب مع جلد البولي يوريثين XXL ماوس لأجهزة الكمبيوتر المحمولة / الكمبيوتر العمل الألعاب مكتب المنزل (أسود أسود)","https://www.amazon.sa/%D9%85%D8%B2%D8%AF%D9%88%D8%AC%D8%A9-%D9%8A%D9%88%D8%B1%D9%8A%D8%AB%D9%8A%D9%86-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D9%84%D8%A9-%D8%A7%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8/dp/B08THVNPRQ/ref=sr_1_14?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-14","79.99 ريالريال‎79.‎99‏","https://www.amazon.sa/%D9%85%D8%B2%D8%AF%D9%88%D8%AC%D8%A9-%D9%8A%D9%88%D8%B1%D9%8A%D8%AB%D9%8A%D9%86-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D9%84%D8%A9-%D8%A7%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8/dp/B08THVNPRQ/ref=sr_1_14?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-14"
"Doxie Dachshund Weiner Dog Pet Dogs الكمبيوتر ماوس الوسادة مع قاعدة مطاطية غير قابلة للانزلاق، لوحة ماوس ذات نسيج ممتاز مع مخيطة لأجهزة الكمبيوتر المحمول الألعاب المكتب المنزل 10 × 12 بوصة","https://www.amazon.sa/Dachshund-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%88%D8%B3%D8%A7%D8%AF%D8%A9-%D9%84%D9%84%D8%A7%D9%86%D8%B2%D9%84%D8%A7%D9%82%D8%8C-%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D9%84/dp/B08HRV6WGN/ref=sr_1_15?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-15","72.51 ريالريال‎72.‎51‏","https://www.amazon.sa/Dachshund-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%88%D8%B3%D8%A7%D8%AF%D8%A9-%D9%84%D9%84%D8%A7%D9%86%D8%B2%D9%84%D8%A7%D9%82%D8%8C-%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D9%84/dp/B08HRV6WGN/ref=sr_1_15?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-15"
"Swono Red Car Mouse Pads Vintage Garage Service Repair Route 66 Retro Poster Mouse Pad للكمبيوتر المحمول مضحك غير زلة الألعاب ماوس الوسادة لمكتب المنزل السفر ماوس حصيرة 7.9 ""X9.5""","https://www.amazon.sa/Vintage-Service-%D9%84%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D9%84-%D8%A7%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8/dp/B08CXH6LXB/ref=sr_1_16?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-16","46.38 ريالريال‎46.‎38‏","https://www.amazon.sa/Vintage-Service-%D9%84%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D9%84-%D8%A7%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8/dp/B08CXH6LXB/ref=sr_1_16?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-16"
"ASUS TUF Gaming Laptop, 15.6” 144Hz Full HD IPS-Type Display, Intel Core i7-9750H Processor, GeForce GTX 1650, 8GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, FX505GT-AB73","https://www.amazon.sa/FX505GT-AB73/dp/B08KH2Q1FG/ref=sr_1_17?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-17","3,964.29 ريالريال‎3,964.‎29‏","https://www.amazon.sa/FX505GT-AB73/dp/B08KH2Q1FG/ref=sr_1_17?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-17"
"مبرد مروحة أوبولار للكمبيوتر المحمول مع شاشة عرض درجة الحرارة، تبريد سريع، كشف تلقائي لدرجة الحرارة، 13 سرعة الرياح (2600-5000 لفة في الدقيقة)، مثالي لأجهزة الكمبيوتر المحمول للألعاب ونينتندو سويتش","https://www.amazon.sa/%D9%84%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D8%B1%D8%A9%D8%8C-2600-5000-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%88%D9%86%D9%8A%D9%86%D8%AA%D9%86%D8%AF%D9%88/dp/B01NACVLWM/ref=sr_1_18?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-18","135.11 ريالريال‎135.‎11‏","https://www.amazon.sa/%D9%84%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D8%B1%D8%A9%D8%8C-2600-5000-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%88%D9%86%D9%8A%D9%86%D8%AA%D9%86%D8%AF%D9%88/dp/B01NACVLWM/ref=sr_1_18?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-18"
"وسيط تخزين ذو حالة ثابتة خارجي فايركودا للالعاب من سيجيت","https://www.amazon.sa/%D8%AA%D8%AE%D8%B2%D9%8A%D9%86-%D8%AB%D8%A7%D8%A8%D8%AA%D8%A9-%D9%81%D8%A7%D9%8A%D8%B1%D9%83%D9%88%D8%AF%D8%A7-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D8%B3%D9%8A%D8%AC%D9%8A%D8%AA/dp/B07ZPRPFQY/ref=sr_1_19?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-19","1,672.32 ريالريال‎1,672.‎32‏","https://www.amazon.sa/%D8%AA%D8%AE%D8%B2%D9%8A%D9%86-%D8%AB%D8%A7%D8%A8%D8%AA%D8%A9-%D9%81%D8%A7%D9%8A%D8%B1%D9%83%D9%88%D8%AF%D8%A7-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D8%B3%D9%8A%D8%AC%D9%8A%D8%AA/dp/B07ZPRPFQY/ref=sr_1_19?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-19"
"لاب توب ايليانوير M15 للالعاب ، انتل كور i7-10750H ، 15.6 انش فل اتش دي، 16 جيجا رام، 1 تيرابايت اس اس دي، 8 جيجا نفيديا RTX2070 GDDR6 جرافيكس، ويندوز 10، لون اسود","https://www.amazon.sa/%D8%A7%D9%8A%D9%84%D9%8A%D8%A7%D9%86%D9%88%D9%8A%D8%B1-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-i7-10750H-%D8%AA%D9%8A%D8%B1%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D8%B1%D8%A7%D9%81%D9%8A%D9%83%D8%B3%D8%8C/dp/B08H8WW237/ref=sr_1_20?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-20","11,671.78 ريالريال‎11,671.‎78‏","https://www.amazon.sa/%D8%A7%D9%8A%D9%84%D9%8A%D8%A7%D9%86%D9%88%D9%8A%D8%B1-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-i7-10750H-%D8%AA%D9%8A%D8%B1%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D8%B1%D8%A7%D9%81%D9%8A%D9%83%D8%B3%D8%8C/dp/B08H8WW237/ref=sr_1_20?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-20"
"Ethernet Cable 100 ft Cat 8 White, Zosion Cat 8 Cable High Speed 2000MHZ 40GBPS Internet Patch Cable Cord Shielded Durable Gold Plated RJ45 Connector for Gaming PC TV PS4 Modem Router Mac Laptop Xbox","https://www.amazon.sa/dp/B07SL83W1C/ref=sr_1_21?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-21","232.97 ريالريال‎232.‎97‏","https://www.amazon.sa/dp/B07SL83W1C/ref=sr_1_21?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-21"
"كابل توصيل ايثرنت جيجابت كات 7 ار جيه 45 من يوجرين، كابل الشبكة المحلية السلكية فائق السرعة 10 جيجابايت/ ثانية متوافق مع بلاي ستيشن 4 و 3 والكمبيوتر الشخصي واللاب توب والمودم والراوتر (3 متر)","https://www.amazon.sa/%D9%8A%D9%88%D8%AC%D8%B1%D9%8A%D9%86%D8%8C-%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%8A%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D9%88%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%88%D8%A7%D9%84%D8%B1%D8%A7%D9%88%D8%AA%D8%B1/dp/B086DPQRDK/ref=sr_1_22?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-22","26.10 ريالريال‎26.‎10‏ 29.00 ريالريال‎29.00‎‏","https://www.amazon.sa/%D9%8A%D9%88%D8%AC%D8%B1%D9%8A%D9%86%D8%8C-%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%8A%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D9%88%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%88%D8%A7%D9%84%D8%B1%D8%A7%D9%88%D8%AA%D8%B1/dp/B086DPQRDK/ref=sr_1_22?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-22"
"لاب توب ام اس اي GE75 Raider- 10SF-286 17.3-240 هرتز، 3 ام اس - انتل كور I7 10875 ار تي اكس 2070، 16 جيجا، هارد 512 جيجا، ذاكرة مستديمة بوسيط تخزين، ويندوز 10، خاصية تقليل الاهتزاز، 17-30.99 انش","https://www.amazon.sa/GE75-Raider-10SF-286-17-3-240-%D9%87%D8%B1%D8%AA%D8%B2%D8%8C/dp/B089656G58/ref=sr_1_23?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-23","6,996.40 ريالريال‎6,996.‎40‏","https://www.amazon.sa/GE75-Raider-10SF-286-17-3-240-%D9%87%D8%B1%D8%AA%D8%B2%D8%8C/dp/B089656G58/ref=sr_1_23?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-23"
"نوت بوك ايسر نايترو 5 AN515 للالعاب الجيل 10 انتل كور i7-10750 سداسي النواة 5.0 جيجا/ ذاكرة تخزين 20 جيجا رام 4 / 1 تيرا قرص صلب + 256 جيجا اس اس دي/ 4 جيجا نيفيديا جي تي اكس 1650/15.6 انش فل اتش دي","https://www.amazon.sa/%D8%A7%D9%8A%D8%B3%D8%B1-%D9%86%D8%A7%D9%8A%D8%AA%D8%B1%D9%88-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-i7-10750-%D9%86%D9%8A%D9%81%D9%8A%D8%AF%D9%8A%D8%A7/dp/B08LCSTYJN/ref=sr_1_24?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-24","5,699.00 ريالريال‎5,699.‎00‏","https://www.amazon.sa/%D8%A7%D9%8A%D8%B3%D8%B1-%D9%86%D8%A7%D9%8A%D8%AA%D8%B1%D9%88-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-i7-10750-%D9%86%D9%8A%D9%81%D9%8A%D8%AF%D9%8A%D8%A7/dp/B08LCSTYJN/ref=sr_1_24?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-24"
"لاب توب ام اس اي GF63 8RD للألعاب انتل كور i7-8750H شاشة 15.6 انش، يحتوي على 1 تيرابايت ساتا بلس 256 جيجا اس اس دي رام","https://www.amazon.sa/GF63-8RD-%D9%84%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-i7-8750H-%D8%AA%D9%8A%D8%B1%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B07Q1KT2GM/ref=sr_1_25?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-25","5,453.44 ريالريال‎5,453.‎44‏","https://www.amazon.sa/GF63-8RD-%D9%84%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-i7-8750H-%D8%AA%D9%8A%D8%B1%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B07Q1KT2GM/ref=sr_1_25?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-25"
"ام اس اي الفا 15 A4DEK-004 15.6 انش 144 هرتز لابتوب للالعاب ايه ام دي رايزن R7-4800H RX5600M 16GB 512GB NVMe SSD ويندوز 10","https://www.amazon.sa/15-A4DEK-004-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-R7-4800H-RX5600M/dp/B08L55Y79G/ref=sr_1_26?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-26","5,867.63 ريالريال‎5,867.‎63‏","https://www.amazon.sa/15-A4DEK-004-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-R7-4800H-RX5600M/dp/B08L55Y79G/ref=sr_1_26?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-26"
"HP Pavilion Gaming Laptop 17-inch, Intel Core i7, NVIDIA GeForce GTX 1660 Ti with Max-Q, 16 GB RAM, 256 GB SSD, Windows 10 Home (17-cd1030nr, Shadow Black)","https://www.amazon.sa/17-cd1030nr/dp/B08835NTQZ/ref=sr_1_27?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-27","4,744.37 ريالريال‎4,744.‎37‏","https://www.amazon.sa/17-cd1030nr/dp/B08835NTQZ/ref=sr_1_27?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-27"
"كرسي دوار منزل او مكتب للالعاب والكمبيوتر او اللاب توب مع قدرة تحميل عالية وظهر شبكي مريح بـ 360 درجة","https://www.amazon.sa/%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D9%88%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%84%D8%A7%D8%A8-%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9/dp/B07MVVT48H/ref=sr_1_28?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-28","218.39 ريالريال‎218.‎39‏","https://www.amazon.sa/%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D9%88%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%84%D8%A7%D8%A8-%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9/dp/B07MVVT48H/ref=sr_1_28?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-28"
